id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
26413158,Rental unit in Dangriga · 1 bedroom · 1 bed · 1 bath,44930752,Key Caribe,Stann Creek,Stann Creek Mainland,16.96956,-88.23151,Entire home/apt,2169,3,0,,,6,362,0,
26413159,Rental unit in Dangriga · 1 bedroom · 1 bed · 1 bath,44930752,Key Caribe,Stann Creek,Stann Creek Mainland,16.96956,-88.23151,Entire home/apt,2015,3,0,,,6,362,0,
26442620,Nature lodge in Unitedville‎ · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,72943280,Marcela,Cayo,Cayo,17.21823,-88.93144,Hotel room,121,2,9,2023-03-06,0.15,9,347,3,
26445057,Nature lodge in Unitedville‎ · 1 bedroom · 3 beds · 1 private bath,72943280,Marcela,Cayo,Cayo,17.21792,-88.93185,Hotel room,123,2,2,2022-03-25,0.03,9,349,0,
26448851,Hotel in San Pedro · ★4.55 · 1 bedroom · 1 bed · 1 private bath,2342237,Elizabeth,Belize,Belize Islands,17.9128,-87.96974,Hotel room,252,3,66,2023-03-06,1.04,3,364,3,
26455392,Bungalow in Unitedville‎ · ★5.0 · 4 bedrooms · 3 beds · 2 baths,72943280,Marcela,Cayo,Cayo,17.21788,-88.93045,Entire home/apt,242,2,8,2022-12-25,0.14,9,338,1,
26469676,Guesthouse in San Ignacio · ★5.0 · 1 bedroom · 2 beds · 1 private bath,115825277,Stephen,Cayo,Cayo,17.16026,-89.07385,Private room,58,1,3,2019-04-09,0.05,6,209,0,
26469957,Guest suite in San Ignacio · 1 bedroom · 1 bed · 1 shared bath,115825277,Stephen,Cayo,Cayo,17.15947,-89.07361,Private room,73,1,2,2019-02-16,0.03,6,209,0,
26499365,Bungalow in San Pedro · ★4.84 · 2 bedrooms · 2 beds · 1 bath,81705728,Rick,Belize,Belize Islands,17.93648,-87.95985,Entire home/apt,772,1,25,2023-07-24,0.41,4,324,7,
26588819,Condo in Belize City · Studio · 1 bed · 1 bath,114066337,Christine,Belize,Belize Mainland,17.50758,-88.18775,Entire home/apt,504,3,0,,,1,0,0,
26627857,Guesthouse in Caye Caulker · ★4.74 · 1 bedroom · 2 beds · 1 private bath,111045216,Mario,Belize,Belize Islands,17.745024,-88.023597,Private room,91,1,152,2023-09-02,2.41,6,205,34,
26666779,Home in Spanish Lookout · ★4.90 · 1 bedroom · 1 bed · 1 bath,195718628,Bernhard & Bertha,Cayo,Cayo,17.24271,-88.99555,Entire home/apt,139,2,20,2022-09-15,0.34,2,345,0,
26730911,Nature lodge in Gales Point · ★4.94 · 1 bedroom · 1 bed · 1 private bath,201000179,Jason,Belize,Belize Mainland,17.17487,-88.33106,Private room,40,2,64,2023-08-03,1.11,1,301,24,
26850123,Home in Belize · 2 bedrooms · 3 beds · 3 baths,128933449,Louis,Stann Creek,Stann Creek Islands,16.89735,-88.06098,Private room,171,3,1,2023-03-07,0.15,1,83,1,
27020671,Home in Caye Caulker · ★4.73 · 1 bedroom · 2 beds · 1 private bath,111045216,Mario,Belize,Belize Islands,17.745024,-88.023597,Private room,86,1,118,2023-08-10,1.89,6,223,16,
27055792,Home in San Pedro · ★4.82 · 3 bedrooms · 3 beds · 2 baths,203551366,MB Luxury Vacation Rentals,Belize,Belize Islands,17.898821,-87.982086,Entire home/apt,484,1,34,2023-08-25,0.55,8,256,8,
27057739,Home in Hopeville · 3 bedrooms · 3 beds · 2 baths,203587674,Dudley,Toledo,Toledo Mainland,16.11476,-88.79834,Entire home/apt,272,1,0,,,1,0,0,
27057940,Home in San Pedro · ★4.85 · 4 bedrooms · 6 beds · 2 baths,203551366,MB Luxury Vacation Rentals,Belize,Belize Islands,17.8994,-87.98116,Entire home/apt,484,1,41,2023-07-14,0.71,8,280,14,
27139574,Rental unit in Dangriga · ★4.20 · 2 bedrooms · 2 beds · 1 bath,204331585,Charles,Stann Creek,Stann Creek Mainland,16.97182,-88.22306,Entire home/apt,302,3,5,2022-01-25,0.08,1,180,0,
27333021,Home in Ladyville · ★5.0 · 2 bedrooms · 2 beds · 1.5 shared baths,205945189,Marion,Belize,Belize Mainland,17.55307,-88.28453,Private room,148,3,4,2019-02-13,0.07,2,0,0,
27369379,Aparthotel in San Pedro · ★4.66 · 1 bedroom · 1 bed · 1 bath,206258969,Hailey,Belize,Belize Islands,17.92351,-87.95964,Entire home/apt,165,1,47,2023-08-26,0.92,13,355,4,
27374427,Aparthotel in San Pedro · ★4.64 · Studio · 3 beds · 1 bath,206258969,Hailey,Belize,Belize Islands,17.92354,-87.9594,Entire home/apt,242,1,25,2022-05-22,0.40,13,365,0,
27374999,Boutique hotel in San Pedro · ★4.93 · Studio · 5 beds · 1 private bath,206258969,Hailey,Belize,Belize Islands,17.923511,-87.959642,Hotel room,163,1,14,2023-08-30,0.25,13,304,2,
27406122,Home in Belize District · ★4.86 · 1 bedroom · 1 bed · 1 private bath,206538787,Kathleen,Belize,Belize Mainland,17.54768,-88.31206,Private room,4087,1,15,2020-01-31,0.26,2,265,0,
27658482,Bed and breakfast in San Ignacio · 7 bedrooms · 2 beds · 7 baths,96072999,Penny,Cayo,Cayo,17.15595,-89.08106,Private room,111,1,1,2018-12-30,0.02,1,0,0,
27688965,Villa in Placencia · ★4.41 · 1 bedroom · 2 beds · 1 bath,76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.51801,-88.36928,Entire home/apt,171,1,17,2023-04-05,0.31,231,365,4,
27697190,"Resort in San Pedro, Ambergris Caye · 10 bedrooms · 8 beds · 10 baths",93123112,Lee,Belize,Belize Islands,17.89818,-87.9767,Private room,2741,1,0,,,13,358,0,
27729677,Bungalow in Belmopan · 1 bedroom · 1 bed · 1 shared bath,209350770,Kamil,Cayo,Cayo,17.24124,-88.77234,Private room,71,1,0,,,1,0,0,
27751489,Boutique hotel in San Ignacio · 1 bedroom · 2 beds · 1 private bath,45374193,Frankie,Cayo,Cayo,17.13017,-89.09493,Hotel room,137,1,0,,,11,278,0,
27752946,Villa in San Ignacio · ★4.98 · 2 bedrooms · 4 beds · 2 baths,183396336,Jameli,Cayo,Cayo,17.15358,-89.06983,Entire home/apt,292,2,136,2023-09-12,2.32,3,260,33,
27753120,Boutique hotel in San Ignacio · 1 bedroom · 3 beds · 1 private bath,45374193,Frankie,Cayo,Cayo,17.13035,-89.09531,Hotel room,144,1,1,2022-09-07,0.08,11,283,0,
27754940,Boutique hotel in San Ignacio · 1 bedroom · 1 bed · 1 private bath,45374193,Frankie,Cayo,Cayo,17.13038,-89.09364,Hotel room,144,1,1,2022-08-18,0.07,11,328,0,
27755440,Boutique hotel in San Ignacio · 1 bedroom · 1 bed · 1 private bath,45374193,Frankie,Cayo,Cayo,17.12898,-89.09548,Hotel room,144,1,1,2022-05-17,0.06,11,319,0,
27755726,Boutique hotel in San Ignacio · 1 bedroom · 2 beds · 1 private bath,45374193,Frankie,Cayo,Cayo,17.12932,-89.09546,Hotel room,155,1,0,,,11,272,0,
27756107,Boutique hotel in San Ignacio · 1 bedroom · 2 beds · 1 private bath,45374193,Frankie,Cayo,Cayo,17.13052,-89.09504,Hotel room,155,1,0,,,11,261,0,
27757308,Hotel in San Ignacio · 1 bedroom · 3 beds · 1 private bath,45374193,Frankie,Cayo,Cayo,17.13028,-89.09537,Hotel room,167,1,0,,,11,317,0,
27784693,Villa in San Pedro · ★4.69 · 3 bedrooms · 3 beds · 3 baths,146517735,Paradise,Belize,Belize Islands,17.97344,-87.92741,Entire home/apt,963,1,13,2022-08-07,0.29,11,170,0,
27875387,Home in Caye Caulker · ★4.80 · 1 bedroom · 1 bed · 2 shared baths,111045216,Mario,Belize,Belize Islands,17.74525,-88.02369,Private room,40,2,168,2023-08-11,2.76,6,141,37,
27876242,Home in Caye Caulker · ★4.81 · 1 bedroom · 2 beds · 1 private bath,111045216,Mario,Belize,Belize Islands,17.745024,-88.023597,Private room,91,1,123,2023-08-06,2.05,6,128,42,
27936953,Rental unit in San Ignacio · ★5.0 · 17 bedrooms · 1 bed · 1 private bath,130432445,Luis,Cayo,Cayo,17.15153,-89.07716,Private room,81,1,3,2023-02-21,0.06,7,336,1,
27953235,Home in San Pedro Belize · ★4.75 · 4 bedrooms · 4 beds · 2 baths,1120393,"Barbara, Belize & Colombia",Belize,Belize Islands,17.8799,-87.99311,Entire home/apt,756,3,4,2022-05-29,0.09,29,222,0,
27961908,Rental unit in Belmopan · ★4.31 · 1 bedroom · 2 beds · 1 bath,37825025,KenEm,Cayo,Cayo,17.24354,-88.75916,Entire home/apt,73,1,13,2019-06-15,0.21,2,0,0,
27983683,Rental unit in Belize City · 1 bedroom · 1 bed · 1 bath,152891603,Amanda,Belize,Belize Mainland,17.51085,-88.22086,Entire home/apt,151,1,2,2019-09-03,0.03,27,332,0,
28001898,Townhouse in Benque Viejo Del Carmen · 1 bedroom · 1 bed · 1 shared bath,211487445,Moncho,Cayo,Cayo,17.07689,-89.13953,Shared room,44,4,0,,,2,363,0,
28011981,Condo in San Pedro · ★4.99 · 1 bedroom · 1 bed · 1 bath,52325912,Dora,Belize,Belize Islands,17.92111,-87.96165,Entire home/apt,192,2,206,2023-09-18,3.70,2,161,51,
28074225,Condo in  Hopkins Village · ★4.93 · 1 bedroom · 1 bed · 1 bath,160615050,Ratka,Stann Creek,Stann Creek Mainland,16.877446,-88.288251,Entire home/apt,476,1,54,2023-06-07,0.94,3,319,17,
28185476,Treehouse in Sarteneja · ★5.0 · 2 bedrooms · 5 beds · 1 bath,51172579,Nathalie,Corozal,Corozal,18.34411,-88.15241,Entire home/apt,242,1,7,2023-03-09,0.12,4,358,2,
28199677,Home in Hopkins · ★4.96 · 4 bedrooms · 8 beds · 4 baths,212988722,Cornel,Stann Creek,Stann Creek Mainland,16.83915,-88.27024,Entire home/apt,1572,1,25,2023-03-31,0.42,4,241,8,
28202852,Villa in Hopkins · ★4.71 · 2 bedrooms · 4 beds · 2 baths,212988722,Cornel,Stann Creek,Stann Creek Mainland,16.83737,-88.27021,Entire home/apt,838,1,7,2022-01-05,0.12,4,255,0,
28222173,Bungalow in Belize City · ★4.55 · 2 bedrooms · 1 bed · 1 bath,135691046,Paula,Belize,Belize Mainland,17.5883,-88.35466,Entire home/apt,302,2,11,2020-01-20,0.19,4,202,0,
28315921,Condo in San Pedro · ★4.67 · 1 bedroom · 2 beds · 1 bath,45444370,ECI Development,Belize,Belize Islands,17.91305,-87.9704,Entire home/apt,322,1,3,2022-01-04,0.07,16,0,0,
28316404,Home in Hopkins/Sittee River Village · ★4.80 · Studio · 1 bed · 1 bath,211931269,Joseph (Doc),Stann Creek,Stann Creek Mainland,16.83821,-88.27039,Entire home/apt,200,3,40,2023-08-05,0.71,3,275,9,
28318253,Home in Hopkins/Sittee River Village · ★4.89 · 2 bedrooms · 2 beds · 1 bath,211931269,Joseph (Doc),Stann Creek,Stann Creek Mainland,16.84014,-88.27218,Entire home/apt,269,3,47,2023-07-25,0.81,3,253,13,
28363146,Condo in Hopkins Village · ★4.83 · 2 bedrooms · 2 beds · 2 baths,160615050,Ratka,Stann Creek,Stann Creek Mainland,16.877446,-88.288251,Entire home/apt,615,2,23,2023-08-27,0.40,3,358,10,
28408478,Guest suite in Hopkins · ★4.0 · 1 bedroom · 1 bed · 1 private bath,212988722,Cornel,Stann Creek,Stann Creek Mainland,16.84003,-88.2732,Private room,419,1,3,2019-03-09,0.05,4,264,0,
28437840,Resort in San Pedro · ★4.63 · 1 bedroom · 1 bed · 1 private bath,2342237,Elizabeth,Belize,Belize Islands,17.90981,-87.9708,Hotel room,252,3,43,2023-02-24,0.71,3,327,3,
28443797,Home in Cayo District · ★4.83 · 3 bedrooms · 1 bed · 1 bath,214648886,Jonas,Cayo,Cayo,17.24107,-88.80145,Entire home/apt,175,2,6,2023-08-12,0.10,2,364,1,
28490630,Home in Cayo District · ★5.0 · 2 bedrooms · 2 beds · 1 bath,214648886,Jonas,Cayo,Cayo,17.23904,-88.80238,Entire home/apt,252,2,11,2020-03-03,0.19,2,261,0,
28518119,Cabin in Placencia · ★4.09 · 1 bedroom · 3 beds · 1 bath,76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.51466,-88.36845,Entire home/apt,131,1,45,2023-08-30,0.74,231,364,11,
28518304,Condo in San Pedro · ★4.92 · 1 bedroom · 1 bed · 1 bath,76414486,Vacasa Belize,Belize,Belize Islands,17.89068,-87.98066,Entire home/apt,193,2,62,2023-08-25,1.13,231,316,23,
28518360,Home in San Ignacio · ★4.88 · 1 bedroom · 4 beds · 1 private bath,76414486,Vacasa Belize,Cayo,Cayo,17.16751,-89.11875,Private room,236,2,24,2023-06-06,0.43,231,356,2,
28518434,Cabin in Placencia · ★4.11 · 1 bedroom · 2 beds · 1 bath,76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.51579,-88.36815,Entire home/apt,133,1,19,2023-05-22,0.32,231,365,6,
28518435,Condo in San Pedro · ★5.0 · 1 bedroom · 2 beds · 1 bath,76414486,Vacasa Belize,Belize,Belize Islands,17.93317,-87.95677,Entire home/apt,202,3,3,2020-02-09,0.06,231,365,0,
28518591,Condo in San Pedro · ★4.72 · 1 bedroom · 2 beds · 1 bath,76414486,Vacasa Belize,Belize,Belize Islands,17.89198,-87.98114,Entire home/apt,189,1,29,2023-04-23,0.49,231,338,7,
28518601,Condo in San Pedro · ★4.14 · 2 bedrooms · 2 beds · 2 baths,76414486,Vacasa Belize,Belize,Belize Islands,17.93439,-87.95533,Entire home/apt,240,3,14,2023-07-31,0.23,231,349,2,
28518643,Rental unit in San Ignacio · ★5.0 · Studio · 4 beds · 1 bath,76414486,Vacasa Belize,Cayo,Cayo,17.1683,-89.12021,Entire home/apt,216,2,8,2023-03-08,0.15,231,364,2,
28518646,Home in San Ignacio · ★4.80 · 1 bedroom · 1 bed · 1 private bath,76414486,Vacasa Belize,Cayo,Cayo,17.16814,-89.11865,Private room,212,2,40,2023-07-13,0.70,231,355,15,
28518678,Home in San Pedro · ★4.92 · 2 bedrooms · 2 beds · 2 baths,76414486,Vacasa Belize,Belize,Belize Islands,17.88046,-87.99098,Entire home/apt,464,2,13,2023-08-29,0.25,231,344,1,
28518805,Condo in San Pedro · ★4.80 · 1 bedroom · 2 beds · 1 bath,76414486,Vacasa Belize,Belize,Belize Islands,17.89055,-87.98102,Entire home/apt,208,1,44,2023-07-09,0.77,231,313,14,
28519246,Rental unit in San Ignacio · ★4.83 · Studio · 1 bed · 1 bath,76414486,Vacasa Belize,Cayo,Cayo,17.16642,-89.12101,Entire home/apt,163,2,18,2023-03-19,0.32,231,364,1,
28519248,Home in Caye Caulker · ★4.45 · 2 bedrooms · 3 beds · 1 bath,76414486,Vacasa Belize,Belize,Belize Islands,17.73905,-88.0259,Entire home/apt,238,1,38,2023-07-22,0.63,231,354,10,
28519249,Condo in San Pedro · ★4.63 · 2 bedrooms · 3 beds · 2 baths,76414486,Vacasa Belize,Belize,Belize Islands,17.89149,-87.98048,Entire home/apt,320,1,8,2022-07-09,0.16,231,357,0,
28519348,Home in San Ignacio · ★4.78 · 1 bedroom · 1 bed · 1 private bath,76414486,Vacasa Belize,Cayo,Cayo,17.16801,-89.11933,Private room,161,2,9,2022-12-02,0.16,231,364,1,
28591243,Villa in Belize City · 1 bedroom · 1 bed · 1 shared bath,215782210,Jeevan,Belize,Belize Mainland,17.46461,-88.36748,Private room,105,1,0,,,2,365,0,
28602439,"Boat in San Pedro, Ambergris Caye · 3 bedrooms · 3 beds · 1 bath",47639077,Tammy,Belize,Belize Islands,17.92398,-87.95851,Entire home/apt,1814,2,0,,,2,364,0,
28669027,Home in Hopkins · ★4.65 · 2 bedrooms · 2 beds · 1 bath,216308428,Kyra,Stann Creek,Stann Creek Mainland,16.86407,-88.28422,Entire home/apt,302,3,21,2023-07-27,0.36,2,258,3,
28671283,Home in Hopkins · ★4.70 · 1 bedroom · 1 bed · 1 bath,216308428,Kyra,Stann Creek,Stann Creek Mainland,16.86459,-88.28478,Entire home/apt,272,3,10,2023-08-27,0.18,2,283,6,
28671702,Cabin in Plantation · ★4.91 · 1 bedroom · 1 bed · 1 bath,216314983,Cristina,Stann Creek,Stann Creek Mainland,16.64125,-88.32636,Entire home/apt,413,3,11,2023-04-13,0.19,2,104,2,
28673796,Villa in Belize City · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,216343596,Lins,Belize,Belize Mainland,17.53001,-88.23869,Private room,62,1,49,2020-03-01,0.83,2,175,0,
28686940,Home in Plantation · ★5.0 · 2 bedrooms · 2 beds · 2 baths,216314983,Cristina,Stann Creek,Stann Creek Mainland,16.64199,-88.32397,Entire home/apt,776,3,7,2023-06-10,0.13,2,95,2,
28766139,Hotel in San Pedro · ★4.66 · Studio · 2 beds · 1 private bath,21484509,Kit,Belize,Belize Islands,17.92038,-87.96189,Private room,171,1,33,2023-08-26,0.56,6,365,8,
28766688,Hotel in San Pedro · ★4.59 · Studio · 2 beds · 1 private bath,21484509,Kit,Belize,Belize Islands,17.92211,-87.96148,Private room,141,1,93,2023-07-23,1.54,6,316,26,
28809422,Home in San Ignacio · ★4.95 · 2 bedrooms · 4 beds · 2 baths,183396336,Jameli,Cayo,Cayo,17.15265,-89.06948,Entire home/apt,292,2,122,2023-09-15,2.03,3,270,34,
28888471,Boutique hotel in Belize City · ★4.74 · 1 bedroom · 1 bed · 1 private bath,217770661,Steve,Belize,Belize Mainland,17.49191,-88.18247,Private room,189,1,78,2023-07-26,1.37,1,356,18,
28915860,Rental unit in San Pedro · ★4.50 · 2 bedrooms · 2 beds · 2 baths,76414486,Vacasa Belize,Belize,Belize Islands,17.93336,-87.95466,Entire home/apt,252,3,14,2023-08-22,0.24,231,352,12,
28915869,Home in Caye Caulker · ★4.73 · 2 bedrooms · 2 beds · 2 baths,76414486,Vacasa Belize,Belize,Belize Islands,17.74028,-88.02526,Entire home/apt,234,1,15,2023-06-24,0.27,231,359,5,
28915874,Rental unit in Caye Caulker · ★4.86 · Studio · 1 bed · 1 bath,76414486,Vacasa Belize,Belize,Belize Islands,17.73934,-88.02612,Entire home/apt,181,1,22,2023-05-21,0.37,231,365,2,
28915883,Rental unit in Caye Caulker · ★4.53 · Studio · 1 bed · 1 bath,76414486,Vacasa Belize,Belize,Belize Islands,17.73951,-88.02615,Entire home/apt,161,1,19,2023-02-15,0.32,231,365,1,
29053468,Rental unit in Cayo District · 11 bedrooms · 55 beds · 11 baths,183440775,Richard,Cayo,Cayo,17.26812,-89.03001,Entire home/apt,101,2,0,,,1,0,0,
29122148,Home in Hopkins · ★4.88 · 2 bedrooms · 3 beds · 2 baths,219353903,Katrina,Stann Creek,Stann Creek Mainland,16.86025,-88.28413,Entire home/apt,498,3,17,2023-04-18,0.38,1,271,5,
29127015,Villa in San Pedro · ★5.0 · 4 bedrooms · 5 beds · 3 baths,219496325,Randy,Belize,Belize Islands,17.96397,-87.93142,Entire home/apt,1763,7,5,2023-06-24,0.10,1,233,3,
29183596,Condo in San Pedro · ★4.79 · 2 bedrooms · 2 beds · 2 baths,122850099,Michael,Belize,Belize Islands,17.92706,-87.9587,Entire home/apt,387,3,33,2023-06-01,0.57,1,293,9,
29234573,Condo in San Pedro · ★4.42 · 1 bedroom · 1 bed · 1 bath,76414486,Vacasa Belize,Belize,Belize Islands,17.99094,-87.91777,Entire home/apt,318,2,19,2022-08-17,0.33,231,365,0,
29234575,Condo in San Pedro · ★4.09 · 1 bedroom · 1 bed · 1 bath,76414486,Vacasa Belize,Belize,Belize Islands,17.99095,-87.91881,Entire home/apt,280,2,11,2023-03-04,0.18,231,365,2,
29235141,Condo in San Pedro · ★4.50 · 2 bedrooms · 2 beds · 2 baths,76414486,Vacasa Belize,Belize,Belize Islands,17.9906,-87.91835,Entire home/apt,312,2,28,2023-02-04,0.48,231,347,4,
29280662,Home in Hopkins/Sittee River Village · 3 bedrooms · 3 beds · 2 baths,211931269,Joseph (Doc),Stann Creek,Stann Creek Mainland,16.83952,-88.27211,Entire home/apt,439,3,2,2020-01-03,0.04,3,276,0,
29283127,Bungalow in Ladyville · ★4.08 · 2 bedrooms · 3 beds · 1 bath,64932611,Marcia,Belize,Belize Mainland,17.57104,-88.34006,Entire home/apt,91,2,12,2022-12-11,0.21,1,0,1,
29308682,Condo in San Ignacio  · 1 bedroom · 1 bed · 1 bath,37610562,Virginia,Cayo,Cayo,17.14681,-89.04905,Entire home/apt,232,30,1,2022-11-30,0.10,6,326,1,
29310315,Nature lodge in San Ignacio · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,22923135,Parrot Nest,Cayo,Cayo,17.17364,-89.10877,Private room,111,1,28,2023-07-17,0.48,8,341,8,
29362808,Boutique hotel in Hopkins · ★5.0 · 1 bedroom · 1 bed · 1 private bath,23969147,Wade,Stann Creek,Stann Creek Mainland,16.86083,-88.28443,Private room,159,1,7,2023-03-06,0.12,5,350,1,
29364147,Boutique hotel in Hopkins · ★5.0 · 2 bedrooms · 2 beds · 1 private bath,23969147,Wade,Stann Creek,Stann Creek Mainland,16.86143,-88.28358,Private room,262,2,6,2022-05-13,0.11,5,290,0,
29489106,Serviced apartment in Caye Caulker · ★3.75 · Studio · 1 bed · 1 bath,76465945,Andre,Belize,Belize Islands,17.74782,-88.02493,Entire home/apt,315,1,5,2023-02-10,0.09,3,365,1,
29490135,Rental unit in Orange Walk · ★5.0 · 3 bedrooms · 6 beds · 3 baths,178627421,Rosemary,Orange Walk,Orange Walk,18.07348,-88.56681,Entire home/apt,403,1,6,2023-07-24,0.14,2,355,2,
29514770,Home in San Pedro · 1 bedroom · 2 beds · 1 private bath,122844887,Wanda,Belize,Belize Islands,17.93475,-87.95248,Private room,252,7,2,2019-02-04,0.03,2,0,0,
29541192,Condo in Ambergris Caye · 2 bedrooms · 2 beds · 2 baths,85339670,Tres Cocos Resort,Belize,Belize Islands,17.93454,-87.95304,Entire home/apt,428,3,2,2023-06-12,0.04,22,225,1,
29544891,Hut in Orange Walk · ★4.88 · 1 bedroom · 1 bed · 1 bath,49198827,Ricky,Orange Walk,Orange Walk,18.08256,-88.56562,Entire home/apt,101,1,40,2023-07-21,0.68,1,343,6,
29547947,Rental unit in San Ignacio · ★4.75 · 17 bedrooms · 1 bed · 1 private bath,130432445,Luis,Cayo,Cayo,17.15137,-89.07562,Private room,81,1,4,2023-07-04,0.07,7,337,3,
29548323,Rental unit in San Ignacio · 17 bedrooms · 1 bed · 1 private bath,130432445,Luis,Cayo,Cayo,17.15359,-89.07542,Private room,71,1,0,,,7,337,0,
29562567,Rental unit in San Ignacio · 1 bedroom · 4 beds · 1 shared bath,130432445,Luis,Cayo,Cayo,17.15152,-89.07348,Shared room,175,1,0,,,7,334,0,
29584165,Hotel in Belize City · ★4.0 · 1 bedroom · 1 bed · 1 private bath,222699864,Waheed,Belize,Belize Mainland,17.50049,-88.19123,Hotel room,139,1,14,2022-05-12,0.24,1,365,0,
29637320,Resort in Belize · ★4.47 · 1 bedroom · 1 bed · 1 private bath,9968080,Alexis & Scott,Belize,Belize Islands,17.74186,-88.02418,Hotel room,71,1,36,2023-05-09,0.61,8,269,7,
29702456,Boutique hotel in Belize City · 1 bedroom · 1 bed · 1 private bath,9451825,Erin,Belize,Belize Mainland,17.55788,-88.28539,Hotel room,179,1,1,2021-11-19,0.04,6,365,0,
29734124,Rental unit in Belize City · ★4.81 · 2 bedrooms · 2 beds · 1 bath,8554313,Ricky,Belize,Belize Mainland,17.51664,-88.22253,Entire home/apt,200,3,26,2023-03-02,0.45,10,0,2,
29759930,Guesthouse in Bullet Tree Falls · ★4.80 · 1 bedroom · 1 bed · 1 private bath,57260493,Bevin,Cayo,Cayo,17.17208,-89.10904,Private room,280,1,20,2020-03-02,0.34,4,326,0,
29826006,Condo in Ambergris Caye · ★5.0 · 1 bedroom · 2 beds · 1 bath,85339670,Tres Cocos Resort,Belize,Belize Islands,17.93425,-87.95339,Entire home/apt,417,3,7,2023-06-11,0.14,22,264,2,
29853888,Guest suite in Belize City · ★5.0 · 2 bedrooms · 2 beds · 1 bath,78137612,Danae,Belize,Belize Mainland,17.51204,-88.20091,Entire home/apt,171,1,15,2020-03-16,0.26,1,0,0,
29875894,Rental unit in Belmopan · ★4.67 · 1 bedroom · 2 beds · 1 bath,84778095,David,Cayo,Cayo,17.24471,-88.77667,Entire home/apt,111,1,42,2023-07-03,0.78,7,362,3,
29881387,Home in Caye Caulker · ★4.81 · 2 bedrooms · 2 beds · 1 bath,76414486,Vacasa Belize,Belize,Belize Islands,17.73802,-88.02724,Entire home/apt,286,1,48,2023-08-04,0.81,231,347,14,
29881391,Condo in Placencia · ★4.60 · 2 bedrooms · 3 beds · 2 baths,76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.55928,-88.36216,Entire home/apt,308,1,42,2023-08-05,0.72,231,342,13,
29881395,Condo in Placencia · ★4.29 · 2 bedrooms · 3 beds · 2 baths,76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.5581,-88.36241,Entire home/apt,300,1,17,2023-07-19,0.30,231,353,6,
30005400,Home in Corozal · 1 bedroom · 2 beds · 1.5 baths,109466503,Mark,Corozal,Corozal,18.39680400697678,-88.375329002738,Entire home/apt,220,2,0,,,1,365,0,
30016973,Villa in San Pedro · ★5.0 · 3 bedrooms · 3 beds · 3 baths,146517735,Paradise,Belize,Belize Islands,17.97534,-87.92602,Entire home/apt,975,1,9,2023-03-28,0.21,11,176,2,
30037661,Condo in San Pedro · 2 bedrooms · 2 beds · 1 bath,158852921,Isla Bonita,Belize,Belize Islands,17.91264,-87.96841,Entire home/apt,353,3,0,,,17,292,0,
30041850,Home in Placencia · ★4.59 · 5 bedrooms · 6 beds · 3 baths,76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.6539,-88.3132,Entire home/apt,605,3,17,2023-07-29,0.29,231,364,4,
30041851,Home in Placencia · ★4.93 · 2 bedrooms · 3 beds · 2 baths,76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.65199,-88.31257,Entire home/apt,284,3,14,2023-06-25,0.24,231,357,2,
30041875,Cabin in Placencia · ★4.19 · 1 bedroom · 2 beds · 1 bath,76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.51508,-88.36728,Entire home/apt,151,1,21,2023-08-06,0.36,231,363,14,
30116192,Resort in San Pedro · 4 bedrooms · 4 beds · 6 shared baths,93123112,Lee,Belize,Belize Islands,17.89717,-87.97677,Private room,1451,1,2,2022-01-01,0.05,13,365,0,
30116648,Resort in San Pedro · ★3.80 · 1 bedroom · 1 bed · 1 private bath,93123112,Lee,Belize,Belize Islands,17.89767,-87.97745,Private room,224,1,5,2022-11-21,0.09,13,365,1,
30116865,Resort in San Pedro · ★3.40 · 1 bedroom · 1 bed · 1 private bath,93123112,Lee,Belize,Belize Islands,17.89922,-87.97818,Private room,260,1,5,2022-03-15,0.09,13,364,0,
30148898,Guesthouse in Bullet Tree Falls · ★4.79 · 1 bedroom · 2 beds · 1 private bath,57260493,Bevin,Cayo,Cayo,17.1727,-89.1095,Private room,280,1,34,2020-03-07,0.58,4,326,0,
30180837,Condo in San Pedro · ★4.67 · 1 bedroom · 2 beds · 1 bath,76414486,Vacasa Belize,Belize,Belize Islands,17.93518,-87.95466,Entire home/apt,214,3,12,2020-01-31,0.21,231,360,0,
30185383,"Earthen home in Benque Viejo del Carmen, Cayo · 1 bedroom · 2 beds · 1 bath",225666477,Leo,Cayo,Cayo,16.98797,-89.04661,Entire home/apt,131,1,1,2019-12-17,0.02,1,169,0,
